county,precinct,office,district,party,candidate,absentee,early,votes
Honolulu,18-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,5
Honolulu,18-02,State Senate,9,D,"CHANG, Stanley",348,42,319
Honolulu,18-02,State Senate,9,R,"SLOM, Sam M.",274,32,317
Honolulu,18-03,President,,G,"STEIN, Jill",20,5,38
Honolulu,18-03,President,,L,"JOHNSON, Gary",48,9,76
Honolulu,18-03,President,,R,"TRUMP, Donald J.",458,66,473
Honolulu,18-03,President,,D,"CLINTON, Hillary",837,126,869
Honolulu,18-03,President,,C,"CASTLE, Darrell L.",9,1,9
Honolulu,18-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,5
Honolulu,18-03,U.S. Senate,,C,"ALLISON, Joy J.",8,0,13
Honolulu,18-03,U.S. Senate,,D,"SCHATZ, Brian",968,138,1031
Honolulu,18-03,U.S. Senate,,L,"KOKOSKI, Michael A.",18,3,13
Honolulu,18-03,U.S. Senate,,R,"CARROLL, John",358,60,372
Honolulu,18-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",887,129,936
Honolulu,18-03,U.S. House,1,L,"YIM, Alan J.K.",50,6,53
Honolulu,18-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",15,1,35
Honolulu,18-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",362,63,395
Honolulu,18-03,U.S. House,1,D,"CROSS, Peter",13,3,18
Honolulu,18-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",816,114,811
Honolulu,18-03,U.S. House,1,D,"KIM, Howard",13,2,28
Honolulu,18-03,U.S. House,1,L,"YIM, Alan J.K.",41,3,49
Honolulu,18-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",12,1,13
Honolulu,18-03,U.S. House,1,N,"PERRY, Yvonne",5,1,9
Honolulu,18-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",351,63,382
Honolulu,18-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",25,5,39
Honolulu,18-03,U.S. House,1,D,"OCASIO, Javier",3,3,8
Honolulu,18-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,2
Honolulu,18-03,State Senate,9,D,"CHANG, Stanley",670,112,730
Honolulu,18-03,State Senate,9,R,"SLOM, Sam M.",693,89,718
Honolulu,18-04,President,,G,"STEIN, Jill",22,5,31
Honolulu,18-04,President,,L,"JOHNSON, Gary",80,13,60
Honolulu,18-04,President,,R,"TRUMP, Donald J.",610,107,547
Honolulu,18-04,President,,D,"CLINTON, Hillary",1446,236,936
Honolulu,18-04,President,,C,"CASTLE, Darrell L.",9,0,14
Honolulu,18-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,1,4
Honolulu,18-04,U.S. Senate,,C,"ALLISON, Joy J.",14,7,18
Honolulu,18-04,U.S. Senate,,D,"SCHATZ, Brian",1599,246,1093
Honolulu,18-04,U.S. Senate,,L,"KOKOSKI, Michael A.",17,9,18
Honolulu,18-04,U.S. Senate,,R,"CARROLL, John",485,93,406
Honolulu,18-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",1472,222,1040
Honolulu,18-04,U.S. House,1,L,"YIM, Alan J.K.",68,18,54
Honolulu,18-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",19,5,25
Honolulu,18-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",507,99,407
Honolulu,18-04,U.S. House,1,D,"CROSS, Peter",15,4,21
Honolulu,18-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",1384,191,912
Honolulu,18-04,U.S. House,1,D,"KIM, Howard",36,4,24
Honolulu,18-04,U.S. House,1,L,"YIM, Alan J.K.",58,18,46
Honolulu,18-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",13,3,15
Honolulu,18-04,U.S. House,1,N,"PERRY, Yvonne",5,0,8
Honolulu,18-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",471,99,386
Honolulu,18-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",16,14,41
Honolulu,18-04,U.S. House,1,D,"OCASIO, Javier",17,1,9
Honolulu,18-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",3,0,5
Honolulu,18-04,State Senate,9,D,"CHANG, Stanley",1171,184,842
Honolulu,18-04,State Senate,9,R,"SLOM, Sam M.",991,171,718
Honolulu,19-01,President,,G,"STEIN, Jill",31,5,21
Honolulu,19-01,President,,L,"JOHNSON, Gary",62,12,52
Honolulu,19-01,President,,R,"TRUMP, Donald J.",586,79,464
Honolulu,19-01,President,,D,"CLINTON, Hillary",1144,200,812
Honolulu,19-01,President,,C,"CASTLE, Darrell L.",11,0,3
Honolulu,19-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,1,8
Honolulu,19-01,U.S. Senate,,C,"ALLISON, Joy J.",10,7,20
Honolulu,19-01,U.S. Senate,,D,"SCHATZ, Brian",1297,208,892
Honolulu,19-01,U.S. Senate,,L,"KOKOSKI, Michael A.",11,6,31
Honolulu,19-01,U.S. Senate,,R,"CARROLL, John",481,71,359
Honolulu,19-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1153,193,786
Honolulu,19-01,U.S. House,1,L,"YIM, Alan J.K.",56,6,57
Honolulu,19-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",25,4,32
Honolulu,19-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",520,80,374
Honolulu,19-01,U.S. House,1,D,"CROSS, Peter",33,8,27
Honolulu,19-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1058,159,694
Honolulu,19-01,U.S. House,1,D,"KIM, Howard",19,3,21
Honolulu,19-01,U.S. House,1,L,"YIM, Alan J.K.",53,4,44
Honolulu,19-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",13,1,17
Honolulu,19-01,U.S. House,1,N,"PERRY, Yvonne",2,1,9
Honolulu,19-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",487,85,365
Honolulu,19-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",26,8,32
Honolulu,19-01,U.S. House,1,D,"OCASIO, Javier",8,6,13
Honolulu,19-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",6,0,1
Honolulu,19-01,State Senate,9,D,"CHANG, Stanley",872,153,648
Honolulu,19-01,State Senate,9,R,"SLOM, Sam M.",925,132,648
Honolulu,19-01,State House,19,D,"KOBAYASHI, Bertrand (Bert)",974,175,651
Honolulu,19-01,State House,19,L,"HIGA, Anthony J.L.",146,22,126
Honolulu,19-01,State House,19,R,"BISCHOFF, Stephen N.",481,76,357
Honolulu,19-02,President,,G,"STEIN, Jill",12,1,17
Honolulu,19-02,President,,L,"JOHNSON, Gary",9,2,29
Honolulu,19-02,President,,R,"TRUMP, Donald J.",77,15,101
Honolulu,19-02,President,,D,"CLINTON, Hillary",239,58,248
Honolulu,19-02,President,,C,"CASTLE, Darrell L.",3,0,2
Honolulu,19-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,2
Honolulu,19-02,U.S. Senate,,C,"ALLISON, Joy J.",4,2,8
Honolulu,19-02,U.S. Senate,,D,"SCHATZ, Brian",259,58,279
Honolulu,19-02,U.S. Senate,,L,"KOKOSKI, Michael A.",4,1,16
Honolulu,19-02,U.S. Senate,,R,"CARROLL, John",66,12,80
Honolulu,19-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",225,54,249
Honolulu,19-02,U.S. House,1,L,"YIM, Alan J.K.",7,2,28
Honolulu,19-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",6,1,11
Honolulu,19-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",74,16,91
Honolulu,19-02,U.S. House,1,D,"CROSS, Peter",11,4,11
Honolulu,19-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",188,40,212
Honolulu,19-02,U.S. House,1,D,"KIM, Howard",8,2,8
Honolulu,19-02,U.S. House,1,L,"YIM, Alan J.K.",10,2,21
Honolulu,19-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",0,1,6
Honolulu,19-02,U.S. House,1,N,"PERRY, Yvonne",1,0,4
Honolulu,19-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",66,14,85
Honolulu,19-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",13,3,11
Honolulu,19-02,U.S. House,1,D,"OCASIO, Javier",7,1,3
Honolulu,19-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,3
Honolulu,19-02,State Senate,9,D,"CHANG, Stanley",185,43,224
Honolulu,19-02,State Senate,9,R,"SLOM, Sam M.",139,26,145
Honolulu,19-02,State House,19,D,"KOBAYASHI, Bertrand (Bert)",209,52,203
Honolulu,19-02,State House,19,L,"HIGA, Anthony J.L.",20,2,54
Honolulu,19-02,State House,19,R,"BISCHOFF, Stephen N.",67,13,75
Honolulu,19-03,President,,G,"STEIN, Jill",19,6,33
Honolulu,19-03,President,,L,"JOHNSON, Gary",50,2,38
Honolulu,19-03,President,,R,"TRUMP, Donald J.",309,41,317
Honolulu,19-03,President,,D,"CLINTON, Hillary",842,103,723
Honolulu,19-03,President,,C,"CASTLE, Darrell L.",7,2,5
Honolulu,19-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,5
Honolulu,19-03,U.S. Senate,,C,"ALLISON, Joy J.",7,1,21
Honolulu,19-03,U.S. Senate,,D,"SCHATZ, Brian",942,114,815
Honolulu,19-03,U.S. Senate,,L,"KOKOSKI, Michael A.",21,2,26
Honolulu,19-03,U.S. Senate,,R,"CARROLL, John",233,28,226
Honolulu,19-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",919,106,794
Honolulu,19-03,U.S. House,1,L,"YIM, Alan J.K.",31,8,53
Honolulu,19-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",12,6,27
Honolulu,19-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",221,24,208
Honolulu,19-03,U.S. House,1,D,"CROSS, Peter",10,4,34
Honolulu,19-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",842,83,681
Honolulu,19-03,U.S. House,1,D,"KIM, Howard",12,7,29
Honolulu,19-03,U.S. House,1,L,"YIM, Alan J.K.",29,8,45
Honolulu,19-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",11,3,14
Honolulu,19-03,U.S. House,1,N,"PERRY, Yvonne",2,1,7
Honolulu,19-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",213,22,209
Honolulu,19-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",20,6,34
Honolulu,19-03,U.S. House,1,D,"OCASIO, Javier",17,3,6
Honolulu,19-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,2,4
Honolulu,19-03,State Senate,9,D,"CHANG, Stanley",736,86,682
Honolulu,19-03,State Senate,9,R,"SLOM, Sam M.",456,60,406
Honolulu,19-03,State House,19,D,"KOBAYASHI, Bertrand (Bert)",752,83,651
Honolulu,19-03,State House,19,L,"HIGA, Anthony J.L.",168,27,147
Honolulu,19-03,State House,19,R,"BISCHOFF, Stephen N.",200,26,200
Honolulu,19-04,President,,G,"STEIN, Jill",12,10,31
Honolulu,19-04,President,,L,"JOHNSON, Gary",45,8,35
Honolulu,19-04,President,,R,"TRUMP, Donald J.",311,32,251
Honolulu,19-04,President,,D,"CLINTON, Hillary",772,114,585
Honolulu,19-04,President,,C,"CASTLE, Darrell L.",8,1,5
Honolulu,19-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,0,10
Honolulu,19-04,U.S. Senate,,C,"ALLISON, Joy J.",9,2,16
Honolulu,19-04,U.S. Senate,,D,"SCHATZ, Brian",850,130,644
Honolulu,19-04,U.S. Senate,,L,"KOKOSKI, Michael A.",18,4,29
Honolulu,19-04,U.S. Senate,,R,"CARROLL, John",223,22,179
Honolulu,19-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",828,117,606
Honolulu,19-04,U.S. House,1,L,"YIM, Alan J.K.",45,7,53
Honolulu,19-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",11,4,15
Honolulu,19-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",215,28,187
Honolulu,19-04,U.S. House,1,D,"CROSS, Peter",12,4,24
Honolulu,19-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",754,99,502
Honolulu,19-04,U.S. House,1,D,"KIM, Howard",18,2,27
Honolulu,19-04,U.S. House,1,L,"YIM, Alan J.K.",49,6,43
Honolulu,19-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",7,5,13
Honolulu,19-04,U.S. House,1,N,"PERRY, Yvonne",10,4,3
Honolulu,19-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",197,26,175
Honolulu,19-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",23,4,46
Honolulu,19-04,U.S. House,1,D,"OCASIO, Javier",7,4,9
Honolulu,19-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",3,0,2
Honolulu,19-04,State Senate,10,D,"IHARA, Les, Jr.",821,115,603
Honolulu,19-04,State Senate,10,L,"PHILLIPS, Arnold T., II",167,28,144
Honolulu,19-04,State House,19,D,"KOBAYASHI, Bertrand (Bert)",719,99,526
Honolulu,19-04,State House,19,L,"HIGA, Anthony J.L.",163,26,111
Honolulu,19-04,State House,19,R,"BISCHOFF, Stephen N.",160,23,142
Honolulu,19-05,President,,G,"STEIN, Jill",5,0,14
Honolulu,19-05,President,,L,"JOHNSON, Gary",18,2,16
Honolulu,19-05,President,,R,"TRUMP, Donald J.",151,18,138
Honolulu,19-05,President,,D,"CLINTON, Hillary",415,70,362
Honolulu,19-05,President,,C,"CASTLE, Darrell L.",6,0,6
Honolulu,19-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,0
Honolulu,19-05,U.S. Senate,,C,"ALLISON, Joy J.",3,1,6
Honolulu,19-05,U.S. Senate,,D,"SCHATZ, Brian",449,70,415
Honolulu,19-05,U.S. Senate,,L,"KOKOSKI, Michael A.",8,2,7
Honolulu,19-05,U.S. Senate,,R,"CARROLL, John",113,11,101
Honolulu,19-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",442,74,397
Honolulu,19-05,U.S. House,1,L,"YIM, Alan J.K.",24,2,18
Honolulu,19-05,U.S. House,1,N,"GRIFFIN, Calvin (G)",6,1,6
Honolulu,19-05,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",103,8,102
Honolulu,19-05,U.S. House,1,D,"CROSS, Peter",6,1,13
Honolulu,19-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",416,59,331
Honolulu,19-05,U.S. House,1,D,"KIM, Howard",12,0,11
Honolulu,19-05,U.S. House,1,L,"YIM, Alan J.K.",20,3,17
Honolulu,19-05,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",6,1,2
Honolulu,19-05,U.S. House,1,N,"PERRY, Yvonne",0,1,6
Honolulu,19-05,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",97,7,96
Honolulu,19-05,U.S. House,1,D,"KAAIHUE, Angela Aulani",12,9,18
Honolulu,19-05,U.S. House,1,D,"OCASIO, Javier",8,3,6
Honolulu,19-05,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,1
Honolulu,19-05,State Senate,10,D,"IHARA, Les, Jr.",451,75,388
Honolulu,19-05,State Senate,10,L,"PHILLIPS, Arnold T., II",70,6,71
Honolulu,19-05,State House,19,D,"KOBAYASHI, Bertrand (Bert)",398,66,318
Honolulu,19-05,State House,19,L,"HIGA, Anthony J.L.",66,10,85
Honolulu,19-05,State House,19,R,"BISCHOFF, Stephen N.",76,7,79
Honolulu,20-01,President,,G,"STEIN, Jill",31,2,47
Honolulu,20-01,President,,L,"JOHNSON, Gary",50,10,59
Honolulu,20-01,President,,R,"TRUMP, Donald J.",446,77,346
Honolulu,20-01,President,,D,"CLINTON, Hillary",1180,230,955
Honolulu,20-01,President,,C,"CASTLE, Darrell L.",13,0,13
Honolulu,20-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,4
Honolulu,20-01,U.S. Senate,,C,"ALLISON, Joy J.",13,6,23
Honolulu,20-01,U.S. Senate,,D,"SCHATZ, Brian",1267,229,1046
Honolulu,20-01,U.S. Senate,,L,"KOKOSKI, Michael A.",21,6,20
Honolulu,20-01,U.S. Senate,,R,"CARROLL, John",354,71,281
Honolulu,20-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1181,222,948
Honolulu,20-01,U.S. House,1,L,"YIM, Alan J.K.",62,13,47
Honolulu,20-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",30,7,35
Honolulu,20-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",353,66,299
Honolulu,20-01,U.S. House,1,D,"CROSS, Peter",16,9,25
Honolulu,20-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1071,185,813
Honolulu,20-01,U.S. House,1,D,"KIM, Howard",23,4,32
Honolulu,20-01,U.S. House,1,L,"YIM, Alan J.K.",56,10,38
Honolulu,20-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",18,4,30
Honolulu,20-01,U.S. House,1,N,"PERRY, Yvonne",10,2,10
Honolulu,20-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",334,64,280
Honolulu,20-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",31,10,58
Honolulu,20-01,U.S. House,1,D,"OCASIO, Javier",20,4,18
Honolulu,20-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",5,2,2
Honolulu,20-01,State Senate,10,D,"IHARA, Les, Jr.",1206,220,948
Honolulu,20-01,State Senate,10,L,"PHILLIPS, Arnold T., II",235,43,211
Honolulu,20-01,State House,20,D,"SAY, Calvin K.Y.",995,175,802
Honolulu,20-01,State House,20,R,"ALLEN, Julia E.",528,116,437
Honolulu,20-02,President,,G,"STEIN, Jill",17,8,51
Honolulu,20-02,President,,L,"JOHNSON, Gary",24,4,47
Honolulu,20-02,President,,R,"TRUMP, Donald J.",188,37,296
Honolulu,20-02,President,,D,"CLINTON, Hillary",734,142,754
Honolulu,20-02,President,,C,"CASTLE, Darrell L.",17,2,10
Honolulu,20-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,2,9
Honolulu,20-02,U.S. Senate,,C,"ALLISON, Joy J.",12,1,24
Honolulu,20-02,U.S. Senate,,D,"SCHATZ, Brian",795,160,850
Honolulu,20-02,U.S. Senate,,L,"KOKOSKI, Michael A.",11,6,22
Honolulu,20-02,U.S. Senate,,R,"CARROLL, John",145,25,207
Honolulu,20-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",766,146,810
Honolulu,20-02,U.S. House,1,L,"YIM, Alan J.K.",25,8,54
Honolulu,20-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",24,4,35
Honolulu,20-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",128,27,195
Honolulu,20-02,U.S. House,1,D,"CROSS, Peter",6,6,26
Honolulu,20-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",709,127,694
Honolulu,20-02,U.S. House,1,D,"KIM, Howard",12,1,14
Honolulu,20-02,U.S. House,1,L,"YIM, Alan J.K.",26,7,42
Honolulu,20-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",10,3,25
Honolulu,20-02,U.S. House,1,N,"PERRY, Yvonne",6,0,10
Honolulu,20-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",118,22,185
Honolulu,20-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",24,10,57
Honolulu,20-02,U.S. House,1,D,"OCASIO, Javier",16,4,13
Honolulu,20-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,1,1
Honolulu,20-02,State Senate,10,D,"IHARA, Les, Jr.",747,141,791
Honolulu,20-02,State Senate,10,L,"PHILLIPS, Arnold T., II",102,27,165
Honolulu,20-02,State House,20,D,"SAY, Calvin K.Y.",714,133,738
Honolulu,20-02,State House,20,R,"ALLEN, Julia E.",204,48,303
Honolulu,20-03,President,,G,"STEIN, Jill",22,6,40
Honolulu,20-03,President,,L,"JOHNSON, Gary",30,6,31
Honolulu,20-03,President,,R,"TRUMP, Donald J.",253,39,262
Honolulu,20-03,President,,D,"CLINTON, Hillary",737,121,717
Honolulu,20-03,President,,C,"CASTLE, Darrell L.",10,3,11
Honolulu,20-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,1,2
Honolulu,20-03,U.S. Senate,,C,"ALLISON, Joy J.",8,1,19
Honolulu,20-03,U.S. Senate,,D,"SCHATZ, Brian",833,132,789
Honolulu,20-03,U.S. Senate,,L,"KOKOSKI, Michael A.",9,3,21
Honolulu,20-03,U.S. Senate,,R,"CARROLL, John",176,34,189
Honolulu,20-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",822,134,791
Honolulu,20-03,U.S. House,1,L,"YIM, Alan J.K.",31,8,31
Honolulu,20-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",17,2,20
Honolulu,20-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",151,30,167
Honolulu,20-03,U.S. House,1,D,"CROSS, Peter",8,6,22
Honolulu,20-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",760,106,683
Honolulu,20-03,U.S. House,1,D,"KIM, Howard",14,4,26
Honolulu,20-03,U.S. House,1,L,"YIM, Alan J.K.",23,5,27
Honolulu,20-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",10,2,19
Honolulu,20-03,U.S. House,1,N,"PERRY, Yvonne",4,2,10
Honolulu,20-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",146,30,155
Honolulu,20-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",29,5,40
Honolulu,20-03,U.S. House,1,D,"OCASIO, Javier",13,8,7
Honolulu,20-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,0
Honolulu,20-03,State Senate,10,D,"IHARA, Les, Jr.",830,136,758
Honolulu,20-03,State Senate,10,L,"PHILLIPS, Arnold T., II",100,23,126
Honolulu,20-03,State House,20,D,"SAY, Calvin K.Y.",745,103,709
Honolulu,20-03,State House,20,R,"ALLEN, Julia E.",247,53,259
Honolulu,20-04,President,,G,"STEIN, Jill",19,3,33
Honolulu,20-04,President,,L,"JOHNSON, Gary",26,12,33
Honolulu,20-04,President,,R,"TRUMP, Donald J.",230,30,263
Honolulu,20-04,President,,D,"CLINTON, Hillary",704,130,616
Honolulu,20-04,President,,C,"CASTLE, Darrell L.",3,0,4
Honolulu,20-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,1,5
Honolulu,20-04,U.S. Senate,,C,"ALLISON, Joy J.",9,1,17
Honolulu,20-04,U.S. Senate,,D,"SCHATZ, Brian",772,131,683
Honolulu,20-04,U.S. Senate,,L,"KOKOSKI, Michael A.",5,3,14
Honolulu,20-04,U.S. Senate,,R,"CARROLL, John",181,26,195
Honolulu,20-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",723,120,659
Honolulu,20-04,U.S. House,1,L,"YIM, Alan J.K.",27,7,30
Honolulu,20-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",20,5,14
Honolulu,20-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",184,30,192
Honolulu,20-04,U.S. House,1,D,"CROSS, Peter",9,8,18
Honolulu,20-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",657,111,562
Honolulu,20-04,U.S. House,1,D,"KIM, Howard",18,3,15
Honolulu,20-04,U.S. House,1,L,"YIM, Alan J.K.",23,4,27
Honolulu,20-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",18,1,16
Honolulu,20-04,U.S. House,1,N,"PERRY, Yvonne",3,2,3
Honolulu,20-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",174,26,178
Honolulu,20-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",23,4,35
Honolulu,20-04,U.S. House,1,D,"OCASIO, Javier",13,1,12
Honolulu,20-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,0
Honolulu,20-04,State Senate,10,D,"IHARA, Les, Jr.",707,106,637
Honolulu,20-04,State Senate,10,L,"PHILLIPS, Arnold T., II",104,36,137
Honolulu,20-04,State House,20,D,"SAY, Calvin K.Y.",661,114,577
Honolulu,20-04,State House,20,R,"ALLEN, Julia E.",261,44,281
Honolulu,21-01,President,,G,"STEIN, Jill",7,0,8
Honolulu,21-01,President,,L,"JOHNSON, Gary",6,2,4
Honolulu,21-01,President,,R,"TRUMP, Donald J.",37,9,48
Honolulu,21-01,President,,D,"CLINTON, Hillary",131,26,122
Honolulu,21-01,President,,C,"CASTLE, Darrell L.",3,0,0
Honolulu,21-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0
Honolulu,21-01,U.S. Senate,,C,"ALLISON, Joy J.",2,0,5
Honolulu,21-01,U.S. Senate,,D,"SCHATZ, Brian",145,22,132
Honolulu,21-01,U.S. Senate,,L,"KOKOSKI, Michael A.",2,2,0
Honolulu,21-01,U.S. Senate,,R,"CARROLL, John",26,11,34
Honolulu,21-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",130,27,121
Honolulu,21-01,U.S. House,1,L,"YIM, Alan J.K.",6,1,12
Honolulu,21-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",5,0,7
Honolulu,21-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",27,6,29
Honolulu,21-01,U.S. House,1,D,"CROSS, Peter",4,1,0
Honolulu,21-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",114,24,103
Honolulu,21-01,U.S. House,1,D,"KIM, Howard",6,0,6
Honolulu,21-01,U.S. House,1,L,"YIM, Alan J.K.",5,1,9
Honolulu,21-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,0,3
Honolulu,21-01,U.S. House,1,N,"PERRY, Yvonne",2,0,1
Honolulu,21-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",23,4,29
Honolulu,21-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",6,3,11
Honolulu,21-01,U.S. House,1,D,"OCASIO, Javier",5,0,3
Honolulu,21-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,21-01,State Senate,10,D,"IHARA, Les, Jr.",127,27,138
Honolulu,21-01,State Senate,10,L,"PHILLIPS, Arnold T., II",26,5,23
Honolulu,21-02,President,,G,"STEIN, Jill",20,3,29
Honolulu,21-02,President,,L,"JOHNSON, Gary",22,7,19
Honolulu,21-02,President,,R,"TRUMP, Donald J.",147,19,174
Honolulu,21-02,President,,D,"CLINTON, Hillary",465,78,515
Honolulu,21-02,President,,C,"CASTLE, Darrell L.",11,1,7
Honolulu,21-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0
Honolulu,21-02,U.S. Senate,,C,"ALLISON, Joy J.",8,0,18
Honolulu,21-02,U.S. Senate,,D,"SCHATZ, Brian",522,86,557
Honolulu,21-02,U.S. Senate,,L,"KOKOSKI, Michael A.",11,1,18
Honolulu,21-02,U.S. Senate,,R,"CARROLL, John",105,17,122
Honolulu,21-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",508,73,529
Honolulu,21-02,U.S. House,1,L,"YIM, Alan J.K.",29,3,27
Honolulu,21-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",14,5,25
Honolulu,21-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",89,19,132
Honolulu,21-02,U.S. House,1,D,"CROSS, Peter",8,5,22
Honolulu,21-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",451,63,450
Honolulu,21-02,U.S. House,1,D,"KIM, Howard",8,1,22
